record_id,product_id,product_name,category,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted,official_id
54584,BAK_MUF_294,Muffins,Bakery,Northeast,SUPPLIER_13,2024-03-18,2024-03-20,3,2,19.7,0.3,9.98,5.62,281,0.5,0,0,3,137,0.25,1,15.4,6,8,0.169,0,B,0,1,0.47,5.29,194,87,31.0,1026.26,488.94,-552.96,-53.9,10,0,VM_013
54585,REA_SAN_294,Sandwiches,Ready_to_Eat,West,SUPPLIER_15,2024-01-19,2024-01-22,3,3,3.8,0.2,12.29,5.23,427,0.9,4,0,1,269,0.39,0,4.3,7,7,0.147,0,B,1,1,0.12,10.82,381,46,10.8,4122.42,240.58,1889.21,45.8,6,0,VM_050
54590,MEA_CHI_134,Chicken,Meat,West,SUPPLIER_20,2024-12-29,2025-01-02,5,4,2.3,1.3,16.72,10.87,338,0.9,6,1,12,131,0.28,0,6.6,10,10,0.105,0,A,2,1,0.13,14.55,338,0,0.0,4917.9,0.0,1243.84,25.3,9,0,VM_008
54591,DEL_SAL_290,Salami,Deli,Southwest,SUPPLIER_18,2024-05-02,2024-05-09,8,7,7.2,3.2,9.5,6.4,38,0.75,3,0,5,1,0.24,1,61.5,10,5,0.255,0,B,5,0,0.0,9.5,5,33,86.8,47.5,211.2,-195.7,-412.0,8,0,VM_038
54592,DEL_HAM_259,Ham,Deli,Northeast,SUPPLIER_04,2024-03-26,2024-04-05,10,10,3.7,0.3,5.97,3.68,448,0.75,1,0,3,61,0.41,0,9.7,8,7,0.141,0,B,7,0,0.0,5.97,319,129,28.8,1904.43,474.72,255.79,13.4,9,0,VM_013
54595,PRO_APP_792,Apples,Produce,West,SUPPLIER_17,2024-08-18,2024-09-05,20,18,5.4,2.6,4.18,2.48,445,0.6,6,1,8,46,0.33,1,25.9,4,8,0.208,1,B,15,0,0.0,4.18,311,134,30.1,1299.98,332.32,196.38,15.1,9,1,VM_020
54596,PHA_INS_173,Insulin,Pharmaceuticals,Midwest,SUPPLIER_13,2024-01-06,2024-08-31,308,238,1.3,3.7,396.68,170.3,53,0.85,5,1,1,1,0.17,1,38.7,10,10,0.169,0,A,236,0,0.0,396.68,53,0,0.0,21024.04,0.0,11998.14,57.1,10,0,VM_040
54598,DEL_SAL_262,Salami,Deli,Northeast,SUPPLIER_03,2024-06-13,2024-06-21,8,8,6.5,2.5,9.17,4.87,77,0.75,3,0,6,13,0.31,3,6.7,8,6,0.192,1,B,6,0,0.0,9.17,53,24,31.2,486.01,116.88,111.02,22.8,9,0,VM_009
54602,PRO_BAN_552,Bananas,Produce,Southwest,SUPPLIER_03,2024-03-12,2024-03-24,16,12,4.8,3.2,2.47,1.55,230,0.6,1,0,3,18,0.43,3,16.3,4,10,0.182,0,B,10,0,0.0,2.47,221,9,3.9,545.87,13.95,189.37,34.7,9,0,VM_023
54603,MEA_TUR_352,Turkey,Meat,Southeast,SUPPLIER_14,2024-07-29,2024-08-05,8,7,2.7,1.7,5.14,2.28,18,0.9,0,0,7,4,0.42,0,12.0,7,9,0.156,0,A,6,0,0.0,5.14,18,0,0.0,92.52,0.0,51.48,55.6,6,0,VM_034
54604,PRO_BER_695,Berries,Produce,Northeast,SUPPLIER_16,2024-08-10,2024-08-26,21,16,6.2,1.8,4.16,1.89,194,0.6,5,1,8,32,0.14,2,17.0,8,7,0.185,0,B,14,0,0.0,4.16,194,0,0.0,807.04,0.0,440.38,54.6,10,0,VM_044
54607,FRO_FRO_284,Frozen Desserts,Frozen_Meals,Northeast,SUPPLIER_19,2024-10-21,2025-01-31,113,102,-20.1,0.1,9.63,4.57,342,0.3,0,0,10,2,0.34,0,7.3,8,5,0.18,0,B,102,0,0.0,9.63,196,146,42.7,1887.48,667.22,324.54,17.2,10,0,VM_001
54608,MEA_GRO_555,Ground Beef,Meat,Midwest,SUPPLIER_07,2024-02-13,2024-02-23,10,10,1.9,0.9,19.93,10.17,382,0.9,1,0,2,84,0.2,0,53.1,5,7,0.213,1,B,8,0,0.0,19.93,267,115,30.1,5321.31,1169.55,1436.37,27.0,9,1,VM_043
54611,DAI_CHE_963,Cheese,Dairy,Midwest,SUPPLIER_20,2024-01-16,2024-01-29,16,13,4.9,0.9,6.81,2.77,115,0.7,1,0,1,16,0.5,0,15.5,6,6,0.213,0,B,11,0,0.0,6.81,115,0,0.0,783.15,0.0,464.6,59.3,9,0,VM_041
54612,MEA_TUR_417,Turkey,Meat,West,SUPPLIER_19,2024-02-21,2024-02-26,6,5,2.6,1.6,22.72,10.24,413,0.9,2,0,2,116,0.49,0,36.2,10,5,0.226,0,B,4,0,0.0,22.72,413,0,0.0,9383.36,0.0,5154.24,54.9,10,0,VM_046
54613,MEA_GRO_804,Ground Beef,Meat,Northeast,SUPPLIER_01,2024-01-01,2024-01-09,8,8,2.9,1.9,20.07,8.91,91,0.9,0,0,1,14,0.27,0,13.3,7,6,0.203,0,B,5,0,0.0,20.07,57,34,37.4,1143.99,302.94,333.18,29.1,7,1,VM_047
54615,DAI_CRE_834,Cream,Dairy,Southeast,SUPPLIER_06,2024-07-04,2024-07-08,6,4,4.2,0.2,3.54,2.36,105,0.7,3,0,7,22,0.48,1,52.6,10,7,0.184,0,A,4,0,0.0,3.54,69,36,34.3,244.26,84.96,-3.54,-1.4,8,0,VM_006
54616,PRO_AVO_408,Avocados,Produce,Midwest,SUPPLIER_04,2024-11-12,2024-11-25,16,13,10.2,2.2,1.74,0.76,17,0.6,1,0,11,0,0.35,1,31.3,6,8,0.195,0,B,13,0,0.0,1.74,0,17,100.0,0.0,12.92,-12.92,0.0,9,0,VM_003
54618,BEV_KOM_955,Kombucha,Beverages,West,SUPPLIER_01,2024-04-26,2024-05-16,21,20,5.8,0.8,5.19,2.51,44,0.4,4,0,4,4,0.23,0,10.8,5,8,0.157,0,B,19,0,0.0,5.19,44,0,0.0,228.36,0.0,117.92,51.6,7,0,VM_018
54621,BAK_BRE_492,Bread,Bakery,Southeast,SUPPLIER_10,2024-12-11,2024-12-15,4,4,20.9,0.9,12.87,8.87,186,0.5,2,0,12,97,0.5,0,68.2,7,6,0.216,0,B,4,0,0.0,12.87,186,0,0.0,2393.82,0.0,744.0,31.1,8,0,VM_021
54627,BAK_PAS_407,Pastries,Bakery,West,SUPPLIER_04,2024-08-19,2024-08-25,6,6,18.5,1.5,11.13,7.6,386,0.5,0,0,8,95,0.46,2,48.3,9,6,0.189,0,B,4,0,0.0,11.13,386,0,0.0,4296.18,0.0,1362.58,31.7,9,1,VM_018
54630,DAI_BUT_921,Butter,Dairy,Southwest,SUPPLIER_10,2024-01-06,2024-01-12,7,6,4.3,0.3,10.15,6.11,284,0.7,5,1,1,95,0.49,0,33.4,4,6,0.232,0,C,4,1,0.21,8.02,284,0,0.0,2277.68,0.0,542.44,23.8,8,0,VM_023
54633,BEV_KOM_769,Kombucha,Beverages,Midwest,SUPPLIER_09,2024-07-19,2024-08-05,19,17,8.5,3.5,2.24,1.45,304,0.4,4,0,7,33,0.12,3,21.2,6,7,0.199,0,B,15,0,0.0,2.24,304,0,0.0,680.96,0.0,240.16,35.3,8,0,VM_043
54634,DEL_SAL_825,Salami,Deli,West,SUPPLIER_07,2024-03-09,2024-03-20,11,11,2.3,1.7,14.59,9.19,288,0.75,5,1,3,52,0.27,0,32.9,9,6,0.188,1,B,9,0,0.0,14.59,201,87,30.2,2932.59,799.53,285.87,9.7,9,0,VM_022
54636,REA_WRA_415,Wraps,Ready_to_Eat,West,SUPPLIER_03,2024-07-03,2024-07-04,1,1,5.0,1.0,9.27,3.71,101,0.9,2,0,7,139,0.39,1,56.4,10,8,0.147,0,A,1,0,0.0,9.27,101,0,0.0,936.27,0.0,561.56,60.0,9,0,VM_020
54637,PRO_APP_238,Apples,Produce,Southwest,SUPPLIER_17,2024-03-04,2024-03-07,4,3,8.4,0.4,2.7,1.08,227,0.6,0,0,3,82,0.15,0,53.6,10,5,0.215,0,B,1,1,0.38,1.67,116,111,48.9,193.72,119.88,-51.44,-26.6,9,0,VM_038
54640,DAI_BUT_830,Butter,Dairy,Southeast,SUPPLIER_05,2024-03-23,2024-04-07,17,15,-1.2,5.2,10.77,4.63,296,0.7,5,1,3,34,0.16,4,7.4,9,9,0.17,0,A,12,0,0.0,10.77,296,0,0.0,3187.92,0.0,1817.44,57.0,10,0,VM_016
54643,REA_SOU_337,Soups,Ready_to_Eat,Midwest,SUPPLIER_06,2024-08-31,2024-09-05,5,5,4.4,0.4,6.21,3.35,57,0.9,5,1,8,24,0.31,0,28.8,9,10,0.087,0,A,5,0,0.0,6.21,57,0,0.0,353.97,0.0,163.02,46.1,8,0,VM_040
54644,MEA_SAU_971,Sausages,Meat,Midwest,SUPPLIER_13,2024-10-23,2024-10-27,4,4,2.9,1.9,9.93,4.26,492,0.9,2,0,10,156,0.47,1,23.8,7,5,0.231,1,B,1,1,0.3,6.95,226,266,54.1,1570.7,1133.16,-525.22,-33.4,10,0,VM_003
54647,REA_WRA_872,Wraps,Ready_to_Eat,Northeast,SUPPLIER_05,2024-10-02,2024-10-04,3,2,1.2,2.8,7.21,4.19,280,0.9,2,0,10,118,0.23,4,41.6,10,8,0.214,1,A,0,1,0.66,2.45,196,84,30.0,480.2,351.96,-693.0,-144.3,10,1,VM_037
54654,SEA_SAL_491,Salmon,Seafood,West,SUPPLIER_20,2024-05-15,2024-05-17,2,2,3.3,3.3,32.17,21.15,93,0.95,2,0,5,71,0.3,4,51.1,10,6,0.228,0,A,0,1,0.44,18.02,93,0,0.0,1675.86,0.0,-291.09,-17.4,9,0,VM_017
54655,BAK_BRE_715,Bread,Bakery,Southeast,SUPPLIER_07,2024-12-05,2024-12-10,7,5,22.0,2.0,9.1,4.04,338,0.5,3,0,12,93,0.11,0,24.6,5,6,0.239,0,C,3,1,0.25,6.82,338,0,0.0,2305.16,0.0,939.64,40.8,9,0,VM_029
54658,DAI_SOU_952,Sour Cream,Dairy,Southwest,SUPPLIER_06,2024-12-26,2025-01-16,29,21,7.9,3.9,10.87,7.43,244,0.7,3,0,12,11,0.36,1,70.2,7,8,0.252,0,B,19,0,0.0,10.87,163,81,33.2,1771.81,601.83,-41.11,-2.3,8,0,VM_038
54659,BEV_COL_632,Cold Brew Coffee,Beverages,Northeast,SUPPLIER_08,2024-04-26,2024-05-21,26,25,4.8,0.2,3.98,1.75,495,0.4,4,0,4,27,0.2,0,64.8,7,10,0.129,1,A,25,0,0.0,3.98,346,149,30.1,1377.08,260.75,510.83,37.1,9,0,VM_044
54660,BAK_CRO_547,Croissants,Bakery,West,SUPPLIER_20,2024-08-14,2024-08-16,3,2,20.3,0.3,4.41,1.81,257,0.5,2,0,8,119,0.31,0,65.5,9,6,0.213,0,B,0,1,0.58,1.85,257,0,0.0,475.45,0.0,10.28,2.2,9,0,VM_046
54661,MEA_LAM_217,Lamb,Meat,Northeast,SUPPLIER_04,2024-01-18,2024-01-24,8,6,1.9,0.9,8.29,4.66,429,0.9,3,0,1,98,0.14,0,48.7,5,5,0.284,1,C,3,1,0.27,6.05,300,129,30.1,1815.0,601.14,-184.14,-10.1,9,0,VM_013
54665,FRO_FRO_221,Frozen Dinners,Frozen_Meals,Southwest,SUPPLIER_08,2024-05-15,2025-03-09,329,298,-18.7,1.3,8.04,4.61,228,0.3,2,0,5,0,0.2,2,16.0,6,5,0.213,0,C,295,1,0.21,6.35,0,228,100.0,0.0,1051.08,-1051.08,0.0,9,0,VM_030
54667,BAK_CAK_758,Cakes,Bakery,Northeast,SUPPLIER_11,2024-06-06,2024-06-08,2,2,22.4,2.4,6.73,4.14,344,0.5,3,0,6,254,0.29,0,7.8,9,6,0.169,0,B,0,1,0.54,3.1,344,0,0.0,1066.4,0.0,-357.76,-33.5,6,0,VM_014
54668,DAI_CHE_168,Cheese,Dairy,Southeast,SUPPLIER_09,2024-07-22,2024-08-06,16,15,1.8,2.2,10.07,6.49,195,0.7,0,0,7,15,0.21,2,59.3,4,8,0.229,0,B,15,0,0.0,10.07,195,0,0.0,1963.65,0.0,698.1,35.6,8,1,VM_021
54669,BAK_CRO_777,Croissants,Bakery,Midwest,SUPPLIER_15,2024-08-19,2024-08-24,7,5,18.9,1.1,12.16,7.35,459,0.5,0,0,8,89,0.45,0,26.4,10,7,0.161,0,A,2,1,0.25,9.12,187,272,59.3,1705.44,1999.2,-1668.21,-97.8,6,0,VM_041
54670,DAI_MIL_908,Milk,Dairy,Northeast,SUPPLIER_17,2024-07-09,2024-07-29,25,20,5.7,1.7,9.04,4.64,343,0.7,1,0,7,15,0.24,1,49.5,4,10,0.189,0,B,19,0,0.0,9.04,202,141,41.1,1826.08,654.24,234.56,12.8,9,0,VM_012
54672,FRO_PIZ_644,Pizza,Frozen_Meals,Midwest,SUPPLIER_03,2024-03-31,2025-02-03,313,309,-19.7,0.3,18.15,8.23,233,0.3,6,1,3,0,0.29,0,71.2,8,5,0.222,0,B,307,0,0.0,18.15,0,233,100.0,0.0,1917.59,-1917.59,0.0,9,0,VM_027
54673,DEL_HAM_760,Ham,Deli,Northeast,SUPPLIER_18,2024-01-02,2024-01-06,4,4,2.4,1.6,16.86,10.5,454,0.75,1,0,1,145,0.48,2,64.2,5,6,0.249,1,C,1,1,0.37,10.62,194,260,57.3,2060.28,2730.0,-2706.72,-131.4,8,0,VM_049
54674,FRO_ICE_349,Ice Cream,Frozen_Meals,Southwest,SUPPLIER_09,2024-05-05,2024-09-14,146,132,-18.9,1.1,15.97,10.42,464,0.3,6,1,5,1,0.17,0,33.3,8,9,0.124,0,A,131,0,0.0,15.97,146,318,68.5,2331.62,3313.56,-2503.26,-107.4,8,0,VM_048
54675,PRO_AVO_740,Avocados,Produce,Midwest,SUPPLIER_10,2024-10-05,2024-10-20,19,15,6.3,1.7,4.44,2.47,146,0.6,5,1,10,9,0.26,2,22.7,9,7,0.175,0,A,14,0,0.0,4.44,118,28,19.2,523.92,69.16,163.3,31.2,8,0,VM_032
54677,REA_SAL_716,Salads,Ready_to_Eat,Northeast,SUPPLIER_14,2024-02-20,2024-02-22,3,2,3.4,0.6,7.42,3.18,359,0.9,1,0,2,192,0.17,0,40.9,9,7,0.204,0,A,0,1,0.68,2.37,359,0,0.0,850.83,0.0,-290.79,-34.2,6,0,VM_039
54678,SEA_SAL_345,Salmon,Seafood,Northeast,SUPPLIER_09,2024-08-19,2024-08-20,2,1,0.5,0.5,23.71,13.52,96,0.95,0,0,8,61,0.48,0,38.1,8,5,0.277,0,B,1,0,0.0,23.71,78,18,18.8,1849.38,243.36,551.46,29.8,8,0,VM_037
54680,FRO_FRO_698,Frozen Dinners,Frozen_Meals,Northeast,SUPPLIER_20,2024-12-25,2025-03-28,118,93,-17.9,2.1,16.47,7.05,360,0.3,2,0,12,4,0.43,0,26.0,9,10,0.1,0,A,91,0,0.0,16.47,360,0,0.0,5929.2,0.0,3391.2,57.2,9,0,VM_012
54682,DEL_TUR_501,Turkey Slices,Deli,Northeast,SUPPLIER_09,2024-11-01,2024-11-06,5,5,1.8,2.2,8.27,4.82,421,0.75,4,0,11,127,0.43,1,28.9,4,5,0.263,0,C,2,1,0.3,5.79,405,16,3.8,2344.95,77.12,315.73,13.5,8,1,VM_039
54683,FRO_FRO_769,Frozen Desserts,Frozen_Meals,West,SUPPLIER_19,2024-03-11,2024-06-01,93,82,-14.8,5.2,15.22,6.18,113,0.3,0,0,3,2,0.44,2,71.4,8,7,0.216,0,B,82,0,0.0,15.22,113,0,0.0,1719.86,0.0,1021.52,59.4,10,0,VM_046
54685,BEV_MIL_419,Milk Alternatives,Beverages,Northeast,SUPPLIER_08,2024-01-13,2024-01-24,12,11,5.5,0.5,6.23,3.96,228,0.4,5,1,1,21,0.22,0,50.6,10,7,0.154,0,A,8,0,0.0,6.23,159,69,30.3,990.57,273.24,87.69,8.9,9,1,VM_007
54686,MEA_LAM_711,Lamb,Meat,Southeast,SUPPLIER_01,2024-03-19,2024-03-28,10,9,1.5,0.5,13.05,5.88,375,0.9,1,0,3,59,0.29,0,60.1,4,10,0.174,0,B,7,0,0.0,13.05,298,77,20.5,3888.9,452.76,1683.9,43.3,7,0,VM_024
54687,MEA_LAM_303,Lamb,Meat,Midwest,SUPPLIER_08,2024-10-08,2024-10-11,3,3,1.7,0.7,12.68,6.35,247,0.9,1,0,10,107,0.12,0,43.4,6,6,0.213,0,B,0,1,0.68,4.06,247,0,0.0,1002.82,0.0,-565.63,-56.4,9,0,VM_040
54689,DAI_BUT_236,Butter,Dairy,Northeast,SUPPLIER_08,2024-01-30,2024-02-03,5,4,4.9,0.9,4.43,2.79,371,0.7,1,0,1,95,0.39,1,14.5,10,9,0.114,0,A,2,1,0.22,3.46,340,31,8.4,1176.4,86.49,141.31,12.0,9,1,VM_039
54691,BEV_FRE_365,Fresh Juice,Beverages,Northeast,SUPPLIER_01,2024-06-06,2024-07-03,29,27,1.0,4.0,6.67,3.34,354,0.4,3,0,6,21,0.33,5,54.2,8,7,0.204,1,B,24,0,0.0,6.67,247,107,30.2,1647.49,357.38,465.13,28.2,7,1,VM_047
54692,PRO_GRA_122,Grapes,Produce,Midwest,SUPPLIER_18,2024-08-12,2024-08-26,16,14,8.1,0.1,7.95,5.33,416,0.6,0,0,8,50,0.22,1,56.1,5,9,0.171,0,B,14,0,0.0,7.95,416,0,0.0,3307.2,0.0,1089.92,33.0,8,1,VM_035
54693,REA_FRE_367,Fresh Pasta,Ready_to_Eat,Midwest,SUPPLIER_09,2024-07-14,2024-07-15,1,1,1.8,2.2,14.2,8.26,296,0.9,6,1,7,558,0.38,1,17.9,9,5,0.212,1,B,1,0,0.0,14.2,207,89,30.1,2939.4,735.14,494.44,16.8,8,0,VM_040
54696,DAI_MIL_189,Milk,Dairy,Southeast,SUPPLIER_17,2024-10-08,2024-10-14,6,6,3.7,0.3,8.39,4.82,434,0.7,1,0,10,91,0.12,0,24.5,10,9,0.091,0,A,5,0,0.0,8.39,434,0,0.0,3641.26,0.0,1549.38,42.6,9,0,VM_033
54698,BAK_CRO_854,Croissants,Bakery,Northeast,SUPPLIER_01,2024-02-12,2024-02-16,5,4,18.2,1.8,9.67,5.1,478,0.5,0,0,2,160,0.22,2,53.4,9,6,0.21,0,B,1,1,0.28,6.96,266,212,44.4,1851.36,1081.2,-586.44,-31.7,7,1,VM_044
54701,DEL_SAL_501,Salami,Deli,Southwest,SUPPLIER_10,2024-11-04,2024-11-16,13,12,3.6,0.4,7.25,4.46,31,0.75,0,0,11,3,0.45,0,22.5,4,6,0.22,0,C,9,1,0.16,6.09,31,0,0.0,188.79,0.0,50.53,26.8,8,0,VM_030
54705,MEA_CHI_638,Chicken,Meat,Southwest,SUPPLIER_03,2024-03-23,2024-04-01,10,9,-2.0,3.0,16.33,7.39,355,0.9,5,1,3,88,0.46,1,50.6,4,7,0.273,0,C,6,1,0.17,13.55,355,0,0.0,4810.25,0.0,2186.8,45.5,9,0,VM_030
54708,PHA_EYE_503,Eye Drops,Pharmaceuticals,Northeast,SUPPLIER_05,2024-10-13,2025-07-19,353,279,2.7,2.3,365.27,222.46,207,0.85,6,1,10,1,0.23,3,29.1,10,9,0.156,0,A,276,0,0.0,365.27,207,0,0.0,75610.89,0.0,29561.67,39.1,10,0,VM_044
54709,BAK_MUF_394,Muffins,Bakery,Northeast,SUPPLIER_16,2024-10-10,2024-10-13,3,3,19.4,0.6,12.49,7.56,24,0.5,3,0,10,11,0.49,1,15.8,8,10,0.087,0,A,2,0,0.0,12.49,18,6,25.0,224.82,45.36,43.38,19.3,10,0,VM_009
54715,DAI_CHE_324,Cheese,Dairy,West,SUPPLIER_10,2024-05-30,2024-06-11,14,12,0.2,3.8,9.11,5.5,265,0.7,3,0,5,16,0.41,3,34.9,10,10,0.142,0,A,10,0,0.0,9.11,135,130,49.1,1229.85,715.0,-227.65,-18.5,8,0,VM_020
54720,DEL_HAM_697,Ham,Deli,Southwest,SUPPLIER_12,2024-10-06,2024-10-10,5,4,0.8,3.2,13.56,5.9,156,0.75,6,1,10,61,0.28,3,63.3,6,7,0.264,0,B,1,1,0.32,9.22,122,34,21.8,1124.84,200.6,204.44,18.2,6,0,VM_011
54723,DAI_YOG_819,Yogurt,Dairy,Southwest,SUPPLIER_13,2024-08-03,2024-08-18,19,15,7.6,3.6,6.07,2.55,478,0.7,5,1,8,55,0.4,1,56.4,10,7,0.222,0,A,15,0,0.0,6.07,478,0,0.0,2901.46,0.0,1682.56,58.0,10,0,VM_048
54725,DAI_CHE_767,Cheese,Dairy,Southwest,SUPPLIER_20,2024-08-31,2024-09-20,20,20,3.2,0.8,9.28,5.37,362,0.7,5,1,8,37,0.32,2,46.2,5,5,0.243,0,C,20,1,0.25,6.96,362,0,0.0,2519.52,0.0,575.58,22.8,9,0,VM_038
54726,SEA_COD_863,Cod,Seafood,Northeast,SUPPLIER_08,2024-04-19,2024-04-24,6,5,1.3,1.3,40.74,26.64,71,0.95,4,0,4,16,0.21,1,48.5,9,8,0.182,0,A,5,0,0.0,40.74,71,0,0.0,2892.54,0.0,1001.1,34.6,9,0,VM_047
54732,DEL_HUM_581,Hummus,Deli,Southeast,SUPPLIER_12,2024-12-14,2024-12-22,8,8,3.7,0.3,15.16,8.95,317,0.75,5,1,12,84,0.28,0,22.1,7,10,0.1,0,A,7,0,0.0,15.16,317,0,0.0,4805.72,0.0,1968.57,41.0,6,0,VM_015
54733,FRO_FRO_242,Frozen Desserts,Frozen_Meals,Southeast,SUPPLIER_20,2024-06-09,2024-09-11,114,94,-18.1,1.9,16.69,9.27,154,0.3,6,1,6,4,0.15,2,60.1,9,7,0.181,1,A,91,0,0.0,16.69,107,47,30.5,1785.83,435.69,358.25,20.1,9,0,VM_029
54734,BAK_MUF_359,Muffins,Bakery,Southwest,SUPPLIER_11,2024-11-27,2024-12-01,4,4,21.0,1.0,10.24,7.11,183,0.5,2,0,11,76,0.49,0,63.3,8,8,0.164,0,A,4,0,0.0,10.24,183,0,0.0,1873.92,0.0,572.79,30.6,6,0,VM_030
54736,BEV_SMO_294,Smoothies,Beverages,Northeast,SUPPLIER_12,2024-02-27,2024-03-07,13,9,4.3,0.7,8.85,3.59,416,0.4,1,0,2,41,0.27,0,38.4,4,5,0.261,0,C,9,1,0.23,6.81,416,0,0.0,2832.96,0.0,1339.52,47.3,6,0,VM_012
54737,FRO_FRO_808,Frozen Dinners,Frozen_Meals,West,SUPPLIER_05,2024-11-17,2025-01-05,71,49,-17.3,2.7,13.73,7.23,132,0.3,6,1,11,1,0.32,0,35.4,6,8,0.185,1,B,46,0,0.0,13.73,40,92,69.7,549.2,665.16,-405.16,-73.8,10,0,VM_050
54738,PRO_BER_443,Berries,Produce,Southeast,SUPPLIER_13,2024-01-03,2024-01-12,11,9,6.5,1.5,1.48,0.86,44,0.6,2,0,1,5,0.35,0,51.7,10,10,0.12,1,A,6,0,0.0,1.48,25,19,43.2,37.0,16.34,-0.84,-2.3,10,0,VM_005
54741,SEA_LOB_351,Lobster,Seafood,Southwest,SUPPLIER_07,2024-03-18,2024-03-24,6,6,-0.7,0.7,40.76,26.29,65,0.95,0,0,3,5,0.21,0,59.2,6,10,0.144,1,A,5,0,0.0,40.76,27,38,58.5,1100.52,999.02,-608.33,-55.3,9,0,VM_038
54743,FRO_FRO_782,Frozen Dinners,Frozen_Meals,Northeast,SUPPLIER_02,2024-04-22,2024-07-21,97,90,-20.0,0.0,14.33,6.11,147,0.3,0,0,4,0,0.43,0,40.7,6,10,0.122,0,A,90,0,0.0,14.33,0,147,100.0,0.0,898.17,-898.17,0.0,7,1,VM_014
54744,FRO_ICE_473,Ice Cream,Frozen_Meals,West,SUPPLIER_17,2024-01-18,2024-06-07,169,141,-18.4,1.6,12.38,7.13,72,0.3,3,0,1,0,0.35,0,56.7,8,10,0.126,0,A,141,0,0.0,12.38,0,72,100.0,0.0,513.36,-513.36,0.0,9,0,VM_018
54746,DEL_DIP_433,Dips,Deli,West,SUPPLIER_05,2024-01-23,2024-01-25,3,2,7.4,3.4,14.88,8.28,31,0.75,1,0,1,9,0.18,3,31.4,5,6,0.29,0,C,2,1,0.19,12.05,28,3,9.7,337.4,24.84,80.72,23.9,10,0,VM_050
54748,DEL_HUM_688,Hummus,Deli,Southwest,SUPPLIER_05,2024-03-16,2024-03-20,6,4,5.9,1.9,12.69,8.67,302,0.75,5,1,3,92,0.11,0,37.7,8,10,0.162,0,A,1,1,0.37,7.99,160,142,47.0,1278.4,1231.14,-1339.94,-104.8,10,0,VM_030
54754,MEA_TUR_379,Turkey,Meat,West,SUPPLIER_10,2024-12-06,2024-12-10,6,4,2.7,1.7,7.13,4.15,154,0.9,4,0,12,38,0.15,2,50.8,8,7,0.241,0,B,2,1,0.22,5.56,84,70,45.5,467.04,290.5,-172.06,-36.8,8,0,VM_010
54757,BAK_CRO_127,Croissants,Bakery,Southeast,SUPPLIER_17,2024-02-19,2024-02-24,6,5,22.4,2.4,4.62,3.09,109,0.5,0,0,2,27,0.19,1,46.1,8,9,0.159,1,A,2,1,0.11,4.11,75,34,31.2,308.25,105.06,-28.56,-9.3,9,0,VM_005
54758,BAK_BAG_308,Bagels,Bakery,West,SUPPLIER_19,2024-02-13,2024-02-17,5,4,18.8,1.2,9.08,5.84,31,0.5,1,0,2,12,0.46,1,34.1,8,7,0.181,0,B,3,0,0.0,9.08,31,0,0.0,281.48,0.0,100.44,35.7,10,0,VM_026
54766,BEV_KOM_120,Kombucha,Beverages,West,SUPPLIER_20,2024-07-01,2024-07-25,26,24,4.3,0.7,8.26,3.45,73,0.4,0,0,7,4,0.45,0,48.4,4,5,0.254,1,C,23,1,0.23,6.36,51,22,30.1,324.36,75.9,72.51,22.4,9,0,VM_042
54767,DAI_CRE_952,Cream,Dairy,West,SUPPLIER_14,2024-12-09,2024-12-13,6,4,1.6,2.4,4.73,3.24,329,0.7,0,0,12,84,0.41,2,13.8,9,8,0.178,1,A,4,0,0.0,4.73,230,99,30.1,1087.9,320.76,21.94,2.0,6,0,VM_018
54771,PHA_BIO_274,Biologics,Pharmaceuticals,West,SUPPLIER_07,2024-03-26,2025-10-07,586,560,7.6,2.6,67.34,39.65,287,0.85,1,0,3,1,0.12,2,41.8,7,10,0.159,0,A,559,0,0.0,67.34,287,0,0.0,19326.58,0.0,7947.03,41.1,9,0,VM_017
54772,BEV_COL_471,Cold Brew Coffee,Beverages,Southeast,SUPPLIER_18,2024-07-14,2024-07-25,14,11,7.5,2.5,7.34,3.46,211,0.4,6,1,7,41,0.34,0,24.9,7,9,0.15,0,A,8,0,0.0,7.34,211,0,0.0,1548.74,0.0,818.68,52.9,8,0,VM_015
54776,BAK_MUF_231,Muffins,Bakery,Southwest,SUPPLIER_11,2024-10-21,2024-10-22,2,1,17.9,2.1,10.07,4.71,72,0.5,0,0,10,49,0.45,1,7.7,7,10,0.144,0,A,0,1,0.69,3.12,72,0,0.0,224.64,0.0,-114.48,-51.0,6,1,VM_038
54778,PRO_GRA_130,Grapes,Produce,Southeast,SUPPLIER_16,2024-02-23,2024-03-03,10,9,9.0,1.0,5.52,2.24,245,0.6,4,0,2,34,0.17,0,30.5,5,5,0.242,0,C,7,1,0.16,4.64,245,0,0.0,1136.8,0.0,588.0,51.7,10,0,VM_016
