record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted
13439,BEV_KOM_721,Kombucha,Beverages,STORE_029,Southeast,SUPPLIER_14,2024-12-18,2025-01-06,28.0,19.0,6.9,1.9,8.15,5.59,355.0,0.4,2.0,0.0,12.0,18.0,0.42,2.0,49.5,10.0,9.0,0.139,0.0,A,19.0,0.0,0.0,8.15,344.0,11.0,3.1,2803.6,61.49,819.15,29.2,6.0,0.0
13440,REA_WRA_542,Wraps,Ready_to_Eat,STORE_045,Southwest,SUPPLIER_07,2024-06-01,2024-06-01,1.0,0.0,3.1,0.9,10.12,6.31,133.0,0.9,5.0,1.0,6.0,263.0,0.15,0.0,29.3,5.0,6.0,0.352,0.0,C,0.0,1.0,0.64,3.64,133.0,0.0,0.0,484.12,0.0,-355.11,-73.4,9.0,0.0
13441,FRO_ICE_298,Ice Cream,Frozen_Meals,STORE_019,Northeast,SUPPLIER_03,2023-08-23,2023-12-23,181.0,122.0,-17.5,2.5,19.99,11.37,22.0,0.3,2.0,0.0,8.0,0.0,0.25,2.0,65.3,4.0,7.0,0.245,0.0,C,119.0,1.0,0.23,15.39,0.0,22.0,100.0,0.0,250.14,-250.14,0.0,9.0,0.0
13442,REA_SAN_402,Sandwiches,Ready_to_Eat,STORE_024,Southeast,SUPPLIER_19,2023-10-29,2023-11-02,5.0,4.0,3.9,0.1,11.83,6.45,57.0,0.9,6.0,1.0,10.0,16.0,0.44,0.0,38.9,4.0,5.0,0.266,0.0,C,1.0,1.0,0.35,7.69,21.0,36.0,63.2,161.49,232.2,-206.16,-127.7,10.0,0.0
13443,PHA_ANT_155,Antibiotics,Pharmaceuticals,STORE_029,Southeast,SUPPLIER_11,2023-01-01,2023-02-19,53.0,49.0,5.1,0.1,164.2,103.53,349.0,0.85,6.0,1.0,1.0,15.0,0.34,0.0,33.4,8.0,5.0,0.205,0.0,B,47.0,0.0,0.0,164.2,349.0,0.0,0.0,57305.8,0.0,21173.83,36.9,6.0,0.0
13444,PHA_PRO_322,Probiotics,Pharmaceuticals,STORE_024,Southeast,SUPPLIER_18,2023-02-04,2024-06-10,577.0,492.0,5.7,0.7,139.35,90.47,360.0,0.85,5.0,1.0,2.0,0.0,0.27,2.0,67.2,7.0,7.0,0.217,0.0,B,489.0,0.0,0.0,139.35,0.0,360.0,100.0,0.0,32569.2,-32569.2,0.0,8.0,0.0
13445,FRO_FRO_271,Frozen Vegetables,Frozen_Meals,STORE_007,Northeast,SUPPLIER_11,2024-06-13,2025-01-10,257.0,211.0,-13.6,6.4,12.99,8.55,389.0,0.3,3.0,0.0,6.0,1.0,0.37,5.0,7.8,9.0,9.0,0.132,0.0,A,211.0,0.0,0.0,12.99,239.0,150.0,38.6,3104.61,1282.5,-221.34,-7.1,6.0,0.0
13446,REA_SUS_442,Sushi,Ready_to_Eat,STORE_030,Southwest,SUPPLIER_05,2023-03-08,2023-03-11,3.0,3.0,6.7,2.7,5.0,3.19,175.0,0.9,2.0,0.0,3.0,92.0,0.14,1.0,12.9,10.0,6.0,0.188,0.0,A,1.0,1.0,0.14,4.3,94.0,81.0,46.3,404.2,258.39,-154.05,-38.1,10.0,0.0
13447,PRO_LET_663,Lettuce,Produce,STORE_016,Southeast,SUPPLIER_04,2023-03-03,2023-03-20,17.0,17.0,9.4,1.4,2.7,1.75,153.0,0.6,4.0,0.0,3.0,12.0,0.43,1.0,69.5,7.0,7.0,0.205,0.0,B,16.0,0.0,0.0,2.7,153.0,0.0,0.0,413.1,0.0,145.35,35.2,9.0,0.0
13448,FRO_FRO_269,Frozen Desserts,Frozen_Meals,STORE_002,Northeast,SUPPLIER_04,2024-02-19,2024-11-03,278.0,258.0,-21.8,1.8,16.79,7.38,79.0,0.3,0.0,0.0,2.0,0.0,0.46,1.0,47.6,6.0,8.0,0.177,0.0,B,256.0,0.0,0.0,16.79,0.0,79.0,100.0,0.0,583.02,-583.02,0.0,9.0,0.0
13449,PHA_VAC_465,Vaccines,Pharmaceuticals,STORE_044,Northeast,SUPPLIER_01,2023-01-28,2023-06-02,146.0,125.0,5.3,0.3,166.56,96.79,384.0,0.85,5.0,1.0,1.0,1.0,0.26,0.0,48.4,10.0,6.0,0.187,0.0,A,124.0,0.0,0.0,166.56,94.0,290.0,75.5,15656.64,28069.1,-21510.72,-137.4,7.0,0.0
13450,FRO_FRO_561,Frozen Desserts,Frozen_Meals,STORE_019,Northeast,SUPPLIER_05,2023-07-31,2024-02-19,302.0,203.0,-21.6,1.6,4.08,2.19,398.0,0.3,0.0,0.0,7.0,1.0,0.36,0.0,7.6,6.0,5.0,0.22,0.0,C,202.0,1.0,0.25,3.06,380.0,18.0,4.5,1162.8,39.42,291.18,25.0,10.0,0.0
13451,PRO_GRA_465,Grapes,Produce,STORE_030,Southwest,SUPPLIER_14,2023-03-27,2023-04-01,7.0,5.0,9.6,1.6,5.88,2.66,222.0,0.6,0.0,0.0,3.0,36.0,0.41,0.0,11.6,5.0,7.0,0.213,1.0,B,4.0,0.0,0.0,5.88,140.0,82.0,36.9,823.2,218.12,232.68,28.3,6.0,0.0
13452,PRO_BAN_167,Bananas,Produce,STORE_050,West,SUPPLIER_10,2024-03-01,2024-03-05,6.0,4.0,8.3,0.3,5.86,2.97,219.0,0.6,4.0,0.0,3.0,61.0,0.44,0.0,51.3,9.0,7.0,0.189,1.0,A,2.0,1.0,0.21,4.63,136.0,83.0,37.9,629.68,246.51,-20.75,-3.3,8.0,0.0
13453,PHA_ANT_837,Antibiotics,Pharmaceuticals,STORE_012,Northeast,SUPPLIER_17,2024-12-31,2025-06-05,204.0,156.0,2.8,2.2,452.27,213.64,173.0,0.85,1.0,0.0,12.0,0.0,0.1,1.0,35.1,7.0,10.0,0.172,0.0,A,153.0,0.0,0.0,452.27,0.0,173.0,100.0,0.0,36959.72,-36959.72,0.0,9.0,0.0
13454,DEL_SAL_478,Salami,Deli,STORE_023,Southwest,SUPPLIER_07,2023-12-08,2023-12-13,6.0,5.0,4.2,0.2,12.14,7.8,312.0,0.75,4.0,0.0,12.0,69.0,0.15,0.0,54.5,10.0,7.0,0.17,0.0,A,3.0,0.0,0.0,12.14,155.0,157.0,50.3,1881.7,1224.6,-551.9,-29.3,9.0,0.0
13455,BEV_COL_265,Cold Brew Coffee,Beverages,STORE_019,Northeast,SUPPLIER_03,2023-09-13,2023-09-22,12.0,9.0,3.3,1.7,6.3,2.67,407.0,0.4,2.0,0.0,9.0,33.0,0.31,1.0,61.1,7.0,5.0,0.251,0.0,B,6.0,0.0,0.0,6.3,190.0,217.0,53.3,1197.0,579.39,110.31,9.2,9.0,0.0
13456,PRO_GRA_374,Grapes,Produce,STORE_003,Midwest,SUPPLIER_01,2024-10-27,2024-11-08,17.0,12.0,8.3,0.3,1.88,0.94,310.0,0.6,6.0,1.0,10.0,37.0,0.2,0.0,38.3,7.0,6.0,0.217,0.0,B,12.0,0.0,0.0,1.88,310.0,0.0,0.0,582.8,0.0,291.4,50.0,7.0,0.0
13457,BAK_DON_763,Donuts,Bakery,STORE_047,Northeast,SUPPLIER_20,2024-03-17,2024-03-21,6.0,4.0,18.3,1.7,12.34,7.35,409.0,0.5,6.0,1.0,3.0,123.0,0.45,0.0,48.4,6.0,8.0,0.206,1.0,B,4.0,0.0,0.0,12.34,286.0,123.0,30.1,3529.24,904.05,523.09,14.8,9.0,0.0
13458,FRO_PIZ_839,Pizza,Frozen_Meals,STORE_021,Southeast,SUPPLIER_07,2024-10-08,2025-06-21,335.0,256.0,-19.9,0.1,12.51,7.94,96.0,0.3,1.0,0.0,10.0,0.0,0.25,0.0,30.6,10.0,8.0,0.122,0.0,A,254.0,0.0,0.0,12.51,0.0,96.0,100.0,0.0,762.24,-762.24,0.0,9.0,0.0
13459,SEA_TUN_278,Tuna,Seafood,STORE_041,Midwest,SUPPLIER_10,2024-07-10,2024-07-14,6.0,4.0,1.5,1.5,9.07,3.79,267.0,0.95,2.0,0.0,7.0,60.0,0.44,1.0,14.4,8.0,8.0,0.196,0.0,A,1.0,1.0,0.28,6.53,87.0,180.0,67.4,568.11,682.2,-443.82,-78.1,8.0,0.0
13460,DAI_MIL_487,Milk,Dairy,STORE_042,West,SUPPLIER_13,2023-09-18,2023-10-02,21.0,14.0,3.9,0.1,2.98,1.86,236.0,0.7,0.0,0.0,9.0,18.0,0.42,0.0,70.4,5.0,7.0,0.245,0.0,B,14.0,0.0,0.0,2.98,236.0,0.0,0.0,703.28,0.0,264.32,37.6,10.0,0.0
13461,SEA_TUN_615,Tuna,Seafood,STORE_019,Northeast,SUPPLIER_01,2024-09-18,2024-09-22,5.0,4.0,-0.8,0.8,18.54,8.61,385.0,0.95,2.0,0.0,9.0,132.0,0.23,0.0,4.7,8.0,8.0,0.157,0.0,A,3.0,0.0,0.0,18.54,310.0,75.0,19.5,5747.4,645.75,2432.55,42.3,7.0,0.0
13462,FRO_FRO_382,Frozen Desserts,Frozen_Meals,STORE_014,Northeast,SUPPLIER_03,2024-10-28,2025-08-13,296.0,289.0,-19.6,0.4,5.43,2.34,14.0,0.3,0.0,0.0,10.0,0.0,0.2,0.0,37.2,9.0,8.0,0.129,0.0,A,289.0,0.0,0.0,5.43,0.0,14.0,100.0,0.0,32.76,-32.76,0.0,9.0,0.0
13463,REA_FRE_207,Fresh Pasta,Ready_to_Eat,STORE_005,Southeast,SUPPLIER_09,2024-07-17,2024-07-19,3.0,2.0,5.4,1.4,13.87,6.44,349.0,0.9,2.0,0.0,7.0,147.0,0.38,0.0,17.7,10.0,10.0,0.132,0.0,A,1.0,1.0,0.21,10.96,150.0,199.0,57.0,1644.0,1281.56,-603.56,-36.7,8.0,1.0
13464,REA_SAN_269,Sandwiches,Ready_to_Eat,STORE_040,Midwest,SUPPLIER_06,2024-12-02,2024-12-06,5.0,4.0,1.8,2.2,14.95,8.13,209.0,0.9,0.0,0.0,12.0,64.0,0.14,0.0,49.8,5.0,5.0,0.301,0.0,C,3.0,1.0,0.23,11.51,209.0,0.0,0.0,2405.59,0.0,706.42,29.4,8.0,0.0
13465,MEA_POR_476,Pork,Meat,STORE_004,Southeast,SUPPLIER_12,2023-08-23,2023-08-29,8.0,6.0,1.5,0.5,22.19,13.16,181.0,0.9,2.0,0.0,8.0,24.0,0.13,0.0,14.8,8.0,7.0,0.183,1.0,B,5.0,0.0,0.0,22.19,86.0,95.0,52.5,1908.34,1250.2,-473.62,-24.8,6.0,0.0
13466,DAI_YOG_250,Yogurt,Dairy,STORE_006,Southeast,SUPPLIER_16,2023-10-13,2023-11-03,27.0,21.0,6.6,2.6,11.82,7.15,92.0,0.7,4.0,0.0,10.0,4.0,0.35,0.0,6.0,5.0,10.0,0.164,0.0,B,20.0,0.0,0.0,11.82,82.0,10.0,10.9,969.24,71.5,311.44,32.1,10.0,0.0
13467,FRO_FRO_514,Frozen Desserts,Frozen_Meals,STORE_040,Midwest,SUPPLIER_15,2023-02-08,2023-06-13,149.0,125.0,-18.9,1.1,10.32,5.45,384.0,0.3,2.0,0.0,2.0,4.0,0.29,0.0,17.8,10.0,7.0,0.136,0.0,A,122.0,0.0,0.0,10.32,384.0,0.0,0.0,3962.88,0.0,1870.08,47.2,6.0,0.0
13468,FRO_FRO_259,Frozen Dinners,Frozen_Meals,STORE_030,Southwest,SUPPLIER_17,2023-07-24,2024-04-21,305.0,272.0,-19.9,0.1,8.4,5.06,108.0,0.3,0.0,0.0,7.0,0.0,0.25,0.0,9.9,10.0,5.0,0.162,0.0,B,270.0,0.0,0.0,8.4,0.0,108.0,100.0,0.0,546.48,-546.48,0.0,9.0,0.0
13469,SEA_COD_245,Cod,Seafood,STORE_008,West,SUPPLIER_12,2024-02-11,2024-02-16,5.0,5.0,1.3,1.3,30.99,17.15,298.0,0.95,6.0,1.0,2.0,113.0,0.15,0.0,47.6,4.0,7.0,0.228,0.0,C,2.0,1.0,0.37,19.52,298.0,0.0,0.0,5816.96,0.0,706.26,12.1,6.0,0.0
13470,DAI_CHE_106,Cheese,Dairy,STORE_022,West,SUPPLIER_10,2023-04-30,2023-05-08,11.0,8.0,4.9,0.9,9.57,5.34,341.0,0.7,6.0,1.0,4.0,60.0,0.41,1.0,57.3,10.0,9.0,0.151,0.0,A,6.0,0.0,0.0,9.57,341.0,0.0,0.0,3263.37,0.0,1442.43,44.2,8.0,0.0
13471,DEL_HUM_168,Hummus,Deli,STORE_042,West,SUPPLIER_14,2024-11-28,2024-12-04,8.0,6.0,5.5,1.5,7.42,4.14,177.0,0.75,3.0,0.0,11.0,27.0,0.5,1.0,66.2,9.0,9.0,0.177,0.0,A,3.0,1.0,0.2,5.94,82.0,95.0,53.7,487.08,393.3,-245.7,-50.4,6.0,0.0
13472,BEV_MIL_574,Milk Alternatives,Beverages,STORE_043,Midwest,SUPPLIER_02,2023-03-09,2023-03-20,13.0,11.0,1.0,4.0,4.63,3.02,17.0,0.4,3.0,0.0,3.0,0.0,0.25,1.0,35.9,10.0,9.0,0.136,0.0,A,8.0,0.0,0.0,4.63,0.0,17.0,100.0,0.0,51.34,-51.34,0.0,7.0,0.0
13473,BEV_FRE_307,Fresh Juice,Beverages,STORE_041,Midwest,SUPPLIER_12,2023-01-21,2023-01-26,7.0,5.0,1.9,3.1,4.24,2.39,118.0,0.4,5.0,1.0,1.0,17.0,0.14,0.0,25.2,4.0,7.0,0.229,0.0,C,4.0,1.0,0.18,3.48,80.0,38.0,32.2,278.4,90.82,-3.62,-1.3,6.0,0.0
13474,DAI_COT_347,Cottage Cheese,Dairy,STORE_022,West,SUPPLIER_05,2024-12-14,2024-12-18,6.0,4.0,6.0,2.0,8.52,3.81,112.0,0.7,5.0,1.0,12.0,41.0,0.33,2.0,22.9,9.0,10.0,0.139,1.0,A,1.0,1.0,0.33,5.71,78.0,34.0,30.4,445.38,129.54,18.66,4.2,10.0,0.0
13475,DEL_PRE_398,Prepared Salads,Deli,STORE_026,West,SUPPLIER_16,2023-11-07,2023-11-13,6.0,6.0,1.0,3.0,5.56,3.69,319.0,0.75,1.0,0.0,11.0,56.0,0.28,2.0,61.7,10.0,9.0,0.158,0.0,A,3.0,0.0,0.0,5.56,136.0,183.0,57.4,756.16,675.27,-420.95,-55.7,10.0,1.0
13476,DEL_DIP_180,Dips,Deli,STORE_034,Southeast,SUPPLIER_03,2023-10-30,2023-11-02,4.0,3.0,4.8,0.8,15.92,7.67,411.0,0.75,0.0,0.0,10.0,137.0,0.21,0.0,50.2,10.0,9.0,0.145,0.0,A,3.0,0.0,0.0,15.92,411.0,0.0,0.0,6543.12,0.0,3390.75,51.8,9.0,0.0
13477,MEA_CHI_561,Chicken,Meat,STORE_030,Southwest,SUPPLIER_12,2023-12-01,2023-12-07,8.0,6.0,0.3,0.7,12.98,6.9,371.0,0.9,4.0,0.0,12.0,65.0,0.32,0.0,9.7,6.0,6.0,0.223,0.0,B,5.0,0.0,0.0,12.98,371.0,0.0,0.0,4815.58,0.0,2255.68,46.8,6.0,0.0
13478,REA_SAL_962,Salads,Ready_to_Eat,STORE_026,West,SUPPLIER_13,2024-03-27,2024-03-31,4.0,4.0,2.0,2.0,10.59,4.79,291.0,0.9,2.0,0.0,3.0,103.0,0.27,1.0,16.5,8.0,6.0,0.197,0.0,B,1.0,1.0,0.32,7.2,148.0,143.0,49.1,1065.6,684.97,-328.29,-30.8,10.0,0.0
13479,BEV_MIL_778,Milk Alternatives,Beverages,STORE_013,Northeast,SUPPLIER_07,2024-07-23,2024-08-09,21.0,17.0,5.7,0.7,6.3,3.0,192.0,0.4,1.0,0.0,7.0,19.0,0.31,2.0,14.0,9.0,8.0,0.127,1.0,A,17.0,0.0,0.0,6.3,134.0,58.0,30.2,844.2,174.0,268.2,31.8,9.0,0.0
13480,REA_FRE_746,Fresh Pasta,Ready_to_Eat,STORE_021,Southeast,SUPPLIER_15,2024-11-28,2024-12-02,5.0,4.0,4.4,0.4,12.75,6.41,435.0,0.9,3.0,0.0,11.0,117.0,0.49,0.0,24.5,10.0,6.0,0.181,0.0,A,3.0,0.0,0.0,12.75,315.0,120.0,27.6,4016.25,769.2,1227.9,30.6,6.0,0.0
13481,MEA_POR_678,Pork,Meat,STORE_006,Southeast,SUPPLIER_01,2023-10-25,2023-11-03,9.0,9.0,5.2,4.2,10.28,6.8,166.0,0.9,2.0,0.0,10.0,15.0,0.33,3.0,8.0,6.0,7.0,0.231,0.0,B,7.0,0.0,0.0,10.28,114.0,52.0,31.3,1171.92,353.6,43.12,3.7,7.0,0.0
13482,DEL_PRE_609,Prepared Salads,Deli,STORE_042,West,SUPPLIER_19,2023-03-21,2023-04-02,12.0,12.0,2.8,1.2,7.09,3.9,500.0,0.75,1.0,0.0,3.0,67.0,0.22,0.0,4.8,6.0,8.0,0.151,0.0,B,10.0,0.0,0.0,7.09,500.0,0.0,0.0,3545.0,0.0,1595.0,45.0,10.0,0.0
13483,MEA_GRO_644,Ground Beef,Meat,STORE_035,Midwest,SUPPLIER_10,2023-09-01,2023-09-06,7.0,5.0,3.9,2.9,23.5,16.31,208.0,0.9,4.0,0.0,9.0,39.0,0.21,2.0,40.4,6.0,7.0,0.269,1.0,B,2.0,1.0,0.19,19.04,78.0,130.0,62.5,1485.12,2120.3,-1907.36,-128.4,8.0,0.0
13484,PRO_GRA_753,Grapes,Produce,STORE_034,Southeast,SUPPLIER_03,2024-12-12,2024-12-27,19.0,15.0,8.7,0.7,3.23,1.49,401.0,0.6,3.0,0.0,12.0,33.0,0.34,1.0,29.6,7.0,9.0,0.148,1.0,A,12.0,0.0,0.0,3.23,280.0,121.0,30.2,904.4,180.29,306.91,33.9,9.0,0.0
13485,PHA_ANT_850,Antibiotics,Pharmaceuticals,STORE_015,Southeast,SUPPLIER_17,2024-07-15,2025-05-08,359.0,297.0,3.7,1.3,456.04,218.89,199.0,0.85,0.0,0.0,7.0,2.0,0.24,2.0,23.3,7.0,5.0,0.24,1.0,B,297.0,0.0,0.0,456.04,139.0,60.0,30.2,63389.56,13133.4,19830.45,31.3,9.0,0.0
13486,BAK_PAS_203,Pastries,Bakery,STORE_028,Northeast,SUPPLIER_14,2023-02-24,2023-02-27,4.0,3.0,21.6,1.6,4.07,2.82,85.0,0.5,4.0,0.0,2.0,34.0,0.5,1.0,67.9,9.0,5.0,0.242,0.0,B,1.0,1.0,0.26,3.01,42.0,43.0,50.6,126.42,121.26,-113.28,-89.6,6.0,1.0
13487,SEA_COD_371,Cod,Seafood,STORE_026,West,SUPPLIER_06,2023-03-11,2023-03-17,7.0,6.0,1.1,1.1,9.03,5.08,298.0,0.95,5.0,1.0,3.0,74.0,0.48,1.0,5.4,4.0,10.0,0.155,0.0,B,4.0,0.0,0.0,9.03,298.0,0.0,0.0,2690.94,0.0,1177.1,43.7,8.0,0.0
13488,SEA_SAL_788,Salmon,Seafood,STORE_020,West,SUPPLIER_05,2023-11-22,2023-11-26,5.0,4.0,0.1,0.1,14.32,6.28,452.0,0.95,2.0,0.0,11.0,119.0,0.26,0.0,58.7,6.0,6.0,0.241,0.0,B,2.0,1.0,0.18,11.74,401.0,51.0,11.3,4707.74,320.28,1869.18,39.7,10.0,1.0
13489,SEA_TUN_122,Tuna,Seafood,STORE_020,West,SUPPLIER_20,2023-03-23,2023-03-30,7.0,7.0,0.5,0.5,27.76,14.49,363.0,0.95,3.0,0.0,3.0,93.0,0.27,1.0,47.7,10.0,8.0,0.133,0.0,A,6.0,0.0,0.0,27.76,363.0,0.0,0.0,10076.88,0.0,4817.01,47.8,9.0,0.0
13490,PRO_TOM_241,Tomatoes,Produce,STORE_009,Northeast,SUPPLIER_02,2024-07-09,2024-07-22,15.0,13.0,6.8,1.2,6.61,4.42,134.0,0.6,1.0,0.0,7.0,16.0,0.46,2.0,23.8,8.0,6.0,0.193,0.0,B,11.0,0.0,0.0,6.61,134.0,0.0,0.0,885.74,0.0,293.46,33.1,7.0,0.0
13491,PHA_PRO_949,Probiotics,Pharmaceuticals,STORE_022,West,SUPPLIER_02,2024-03-30,2025-05-27,623.0,423.0,3.3,1.7,136.15,54.82,453.0,0.85,5.0,1.0,3.0,1.0,0.13,1.0,63.6,7.0,5.0,0.294,0.0,B,421.0,0.0,0.0,136.15,453.0,0.0,0.0,61675.95,0.0,36842.49,59.7,7.0,0.0
13492,DEL_DIP_835,Dips,Deli,STORE_003,Midwest,SUPPLIER_19,2023-05-01,2023-05-03,3.0,2.0,5.5,1.5,8.34,5.05,257.0,0.75,0.0,0.0,5.0,129.0,0.31,1.0,15.1,4.0,8.0,0.22,1.0,B,2.0,0.0,0.0,8.34,179.0,78.0,30.4,1492.86,393.9,195.01,13.1,10.0,0.0
13493,BEV_SMO_976,Smoothies,Beverages,STORE_004,Southeast,SUPPLIER_05,2024-01-19,2024-01-30,16.0,11.0,4.6,0.4,7.78,5.23,311.0,0.4,4.0,0.0,1.0,28.0,0.5,0.0,63.2,7.0,5.0,0.246,0.0,B,9.0,0.0,0.0,7.78,183.0,128.0,41.2,1423.74,669.44,-202.79,-14.2,10.0,0.0
13494,REA_SOU_272,Soups,Ready_to_Eat,STORE_016,Southeast,SUPPLIER_06,2024-09-23,2024-09-25,2.0,2.0,3.8,0.2,5.49,3.76,154.0,0.9,0.0,0.0,9.0,105.0,0.47,0.0,61.5,10.0,10.0,0.096,0.0,A,2.0,0.0,0.0,5.49,154.0,0.0,0.0,845.46,0.0,266.42,31.5,8.0,0.0
13495,DEL_HUM_200,Hummus,Deli,STORE_017,West,SUPPLIER_18,2023-01-23,2023-01-27,5.0,4.0,4.6,0.6,12.82,7.51,198.0,0.75,0.0,0.0,1.0,81.0,0.27,0.0,63.1,10.0,9.0,0.145,1.0,A,1.0,1.0,0.29,9.1,134.0,64.0,32.3,1219.4,480.64,-267.58,-21.9,8.0,0.0
13496,SEA_TIL_416,Tilapia,Seafood,STORE_025,Southwest,SUPPLIER_20,2023-08-03,2023-08-08,5.0,5.0,0.5,0.5,22.15,9.7,326.0,0.95,3.0,0.0,8.0,75.0,0.19,0.0,31.9,4.0,9.0,0.162,0.0,B,5.0,0.0,0.0,22.15,326.0,0.0,0.0,7220.9,0.0,4058.7,56.2,9.0,0.0
13497,DAI_BUT_708,Butter,Dairy,STORE_006,Southeast,SUPPLIER_08,2024-03-17,2024-04-04,21.0,18.0,1.1,2.9,10.97,6.56,304.0,0.7,6.0,1.0,3.0,44.0,0.29,3.0,10.8,4.0,8.0,0.213,0.0,B,18.0,0.0,0.0,10.97,304.0,0.0,0.0,3334.88,0.0,1340.64,40.2,9.0,0.0
13498,PHA_PRO_647,Probiotics,Pharmaceuticals,STORE_029,Southeast,SUPPLIER_20,2024-02-29,2024-07-03,169.0,125.0,7.6,2.6,77.94,52.68,421.0,0.85,3.0,0.0,2.0,6.0,0.34,1.0,68.3,4.0,8.0,0.275,1.0,B,125.0,0.0,0.0,77.94,294.0,127.0,30.2,22914.36,6690.36,736.08,3.2,9.0,0.0
13499,MEA_CHI_131,Chicken,Meat,STORE_014,Northeast,SUPPLIER_16,2023-03-16,2023-03-25,10.0,9.0,1.2,0.2,17.89,11.92,150.0,0.9,3.0,0.0,3.0,25.0,0.12,1.0,41.4,4.0,7.0,0.216,0.0,C,6.0,1.0,0.18,14.67,150.0,0.0,0.0,2200.5,0.0,412.5,18.7,10.0,0.0
13500,PRO_BAN_744,Bananas,Produce,STORE_011,Southwest,SUPPLIER_02,2023-06-20,2023-06-24,6.0,4.0,7.6,0.4,3.98,2.73,465.0,0.6,1.0,0.0,6.0,154.0,0.17,0.0,49.6,10.0,10.0,0.119,0.0,A,3.0,0.0,0.0,3.98,435.0,30.0,6.5,1731.3,81.9,461.85,26.7,7.0,0.0
13501,DEL_SAL_279,Salami,Deli,STORE_050,West,SUPPLIER_18,2024-06-02,2024-06-05,3.0,3.0,4.9,0.9,6.58,3.54,368.0,0.75,6.0,1.0,6.0,243.0,0.17,0.0,61.5,9.0,7.0,0.176,0.0,A,0.0,1.0,0.5,3.29,368.0,0.0,0.0,1210.72,0.0,-92.0,-7.6,8.0,0.0
13502,DAI_CRE_812,Cream,Dairy,STORE_048,Southwest,SUPPLIER_11,2023-01-24,2023-02-17,29.0,24.0,4.5,0.5,9.02,4.38,411.0,0.7,1.0,0.0,1.0,16.0,0.39,0.0,43.8,8.0,7.0,0.186,0.0,B,23.0,0.0,0.0,9.02,311.0,100.0,24.3,2805.22,438.0,1005.04,35.8,6.0,0.0
13503,REA_SAN_372,Sandwiches,Ready_to_Eat,STORE_037,Northeast,SUPPLIER_17,2023-04-23,2023-04-24,2.0,1.0,5.5,1.5,7.94,3.91,243.0,0.9,6.0,1.0,4.0,262.0,0.32,0.0,43.5,5.0,10.0,0.225,0.0,B,0.0,1.0,0.59,3.26,243.0,0.0,0.0,792.18,0.0,-157.95,-19.9,9.0,0.0
13504,REA_SAN_436,Sandwiches,Ready_to_Eat,STORE_016,Southeast,SUPPLIER_02,2023-08-15,2023-08-16,2.0,1.0,5.1,1.1,7.79,3.73,306.0,0.9,1.0,0.0,8.0,231.0,0.34,1.0,12.5,4.0,5.0,0.306,0.0,C,0.0,1.0,0.71,2.26,306.0,0.0,0.0,691.56,0.0,-449.82,-65.0,7.0,0.0
13505,FRO_FRO_117,Frozen Dinners,Frozen_Meals,STORE_024,Southeast,SUPPLIER_13,2024-12-27,2025-09-29,338.0,276.0,-18.6,1.4,10.22,4.64,189.0,0.3,4.0,0.0,12.0,0.0,0.19,0.0,4.5,10.0,9.0,0.09,0.0,A,276.0,0.0,0.0,10.22,0.0,189.0,100.0,0.0,876.96,-876.96,0.0,10.0,0.0
13506,FRO_PIZ_627,Pizza,Frozen_Meals,STORE_021,Southeast,SUPPLIER_18,2023-01-15,2023-05-18,129.0,123.0,-17.3,2.7,16.74,10.93,321.0,0.3,6.0,1.0,1.0,2.0,0.36,1.0,50.6,9.0,5.0,0.213,1.0,B,120.0,0.0,0.0,16.74,224.0,97.0,30.2,3749.76,1060.21,241.23,6.4,8.0,0.0
13507,DAI_YOG_423,Yogurt,Dairy,STORE_010,West,SUPPLIER_16,2024-09-01,2024-09-19,27.0,18.0,5.8,1.8,7.04,3.34,356.0,0.7,6.0,1.0,9.0,23.0,0.19,0.0,14.7,6.0,5.0,0.26,0.0,C,16.0,1.0,0.19,5.7,356.0,0.0,0.0,2029.2,0.0,840.16,41.4,10.0,0.0
13508,PHA_VAC_224,Vaccines,Pharmaceuticals,STORE_042,West,SUPPLIER_10,2024-02-16,2024-03-24,39.0,37.0,4.7,0.3,386.06,254.64,447.0,0.85,4.0,0.0,2.0,13.0,0.18,0.0,55.9,4.0,8.0,0.2,0.0,B,36.0,0.0,0.0,386.06,343.0,104.0,23.3,132418.58,26482.56,18594.5,14.0,8.0,0.0
13509,BAK_CRO_597,Croissants,Bakery,STORE_005,Southeast,SUPPLIER_14,2023-10-09,2023-10-11,2.0,2.0,17.8,2.2,11.21,6.45,422.0,0.5,0.0,0.0,10.0,329.0,0.25,2.0,12.6,5.0,6.0,0.211,0.0,C,0.0,1.0,0.69,3.48,422.0,0.0,0.0,1468.56,0.0,-1253.34,-85.3,6.0,0.0
